soil_type,temperature,humidity,rainfall,crop
alluvial,28.96,71.42,239.12,Coconut
alluvial,31.6,85.95,256.21,Coconut
alluvial,24.69,85.12,206.39,Coconut
alluvial,31.17,87.39,188.0,Coconut
clay,29.28,71.89,218.02,Coconut
clay,30.15,87.31,250.14,Coconut
clay,26.06,89.52,191.59,Coconut
alluvial,27.06,78.32,159.01,Coconut
clay,25.42,71.73,296.91,Coconut
alluvial,28.88,74.46,223.81,Coconut
alluvial,28.33,80.78,242.09,Coconut
alluvial,31.3,87.89,165.49,Coconut
alluvial,24.56,88.19,266.59,Coconut
alluvial,31.17,73.72,246.05,Coconut
alluvial,29.32,76.66,255.01,Coconut
clay,28.6,82.88,290.99,Coconut
clay,27.83,80.1,259.17,Coconut
alluvial,28.32,70.08,293.12,Coconut
clay,24.97,83.38,298.74,Coconut
clay,29.45,80.02,244.84,Coconut
alluvial,26.92,91.33,201.01,Coconut
clay,30.08,77.25,180.47,Coconut
alluvial,31.74,86.52,194.83,Coconut
clay,31.17,85.77,203.89,Coconut
alluvial,31.08,80.95,178.42,Coconut
alluvial,25.54,87.99,238.94,Coconut
clay,27.11,89.82,246.51,Coconut
clay,28.27,90.86,217.4,Coconut
alluvial,24.3,71.4,268.17,Coconut
alluvial,27.24,75.29,248.08,Coconut
clay,31.52,91.76,230.48,Coconut
alluvial,31.4,70.92,171.24,Coconut
alluvial,27.77,92.95,156.87,Coconut
alluvial,24.11,85.82,285.7,Coconut
alluvial,27.65,74.27,238.66,Coconut
alluvial,24.91,84.87,242.34,Coconut
alluvial,30.44,80.66,271.73,Coconut
clay,26.59,94.4,236.4,Coconut
alluvial,26.57,94.12,181.98,Coconut
alluvial,28.74,78.39,168.11,Coconut
alluvial,30.06,74.2,205.49,Coconut
alluvial,27.51,93.14,156.1,Coconut
alluvial,30.33,85.8,206.42,Coconut
alluvial,24.13,82.17,150.95,Coconut
alluvial,31.41,87.67,239.06,Coconut
clay,27.33,90.19,265.88,Coconut
alluvial,25.65,86.0,228.46,Coconut
clay,25.91,74.36,253.75,Coconut
alluvial,29.74,85.3,163.2,Coconut
clay,26.78,70.11,185.35,Coconut
alluvial,31.89,94.42,242.84,Coconut
alluvial,27.71,85.66,181.22,Coconut
alluvial,25.55,89.92,252.79,Coconut
clay,27.98,73.99,288.4,Coconut
alluvial,29.16,77.13,215.2,Coconut
clay,28.93,92.25,217.97,Coconut
alluvial,29.92,93.12,176.38,Coconut
alluvial,27.88,72.9,284.26,Coconut
clay,28.74,78.15,179.81,Coconut
clay,25.84,72.75,184.17,Coconut
alluvial,29.9,91.75,206.33,Coconut
alluvial,24.59,84.63,158.15,Coconut
clay,25.16,93.2,218.25,Coconut
clay,26.99,81.44,179.12,Coconut
clay,31.8,75.06,169.08,Coconut
alluvial,26.24,72.78,219.83,Coconut
clay,25.37,78.59,282.96,Coconut
alluvial,30.32,85.95,241.73,Coconut
alluvial,28.62,83.82,184.46,Coconut
clay,30.86,82.23,299.35,Coconut
clay,30.7,76.98,259.5,Coconut
alluvial,25.98,80.86,183.36,Coconut
alluvial,31.31,92.46,212.67,Coconut
alluvial,24.32,81.77,265.29,Coconut
alluvial,27.41,79.86,271.46,Coconut
alluvial,27.62,76.01,233.77,Coconut
alluvial,29.55,80.17,182.7,Coconut
clay,26.37,86.19,163.61,Coconut
clay,29.35,74.05,218.89,Coconut
alluvial,31.81,81.59,170.79,Coconut
clay,25.48,91.79,244.02,Coconut
alluvial,30.88,71.77,284.02,Coconut
clay,28.25,77.41,262.93,Coconut
alluvial,30.3,72.02,282.13,Coconut
alluvial,28.12,92.75,204.6,Coconut
alluvial,24.89,79.14,242.87,Coconut
clay,26.93,86.2,255.73,Coconut
alluvial,25.11,78.37,230.95,Coconut
clay,29.9,88.81,280.67,Coconut
alluvial,30.03,89.02,198.07,Coconut
clay,28.03,80.57,158.17,Coconut
clay,26.76,82.16,229.0,Coconut
alluvial,27.76,83.3,273.81,Coconut
clay,27.62,79.2,251.0,Coconut
alluvial,25.51,92.1,163.1,Coconut
clay,31.18,77.21,293.49,Coconut
alluvial,25.32,72.8,172.19,Coconut
alluvial,31.0,83.02,244.09,Coconut
clay,27.33,87.06,289.76,Coconut
clay,26.77,81.1,246.7,Coconut
clay,25.51,70.55,270.3,Coconut
clay,27.29,78.57,246.91,Coconut
clay,27.89,86.65,229.52,Coconut
clay,27.66,84.18,284.74,Coconut
clay,25.37,76.5,222.64,Coconut
clay,30.16,71.18,202.97,Coconut
clay,31.65,85.47,174.12,Coconut
clay,25.46,74.38,256.22,Coconut
alluvial,25.29,72.92,299.07,Coconut
alluvial,27.53,79.24,180.77,Coconut
alluvial,29.32,94.45,172.19,Coconut
clay,28.32,74.06,195.23,Coconut
alluvial,27.24,82.49,171.81,Coconut
clay,31.42,73.9,295.52,Coconut
clay,29.18,77.39,284.4,Coconut
alluvial,30.4,88.21,288.34,Coconut
clay,29.51,88.29,285.03,Coconut
alluvial,29.42,72.92,153.72,Coconut
alluvial,27.57,72.31,158.26,Coconut
alluvial,28.67,75.55,290.35,Coconut
clay,25.57,72.09,277.42,Coconut
alluvial,31.81,79.86,223.57,Coconut
alluvial,31.27,79.03,172.19,Coconut
clay,26.96,79.32,192.7,Coconut
clay,26.46,81.14,234.15,Coconut
alluvial,29.82,81.11,298.89,Coconut
clay,26.31,90.14,295.55,Coconut
clay,29.83,80.35,275.33,Coconut
alluvial,25.15,77.58,298.26,Coconut
clay,24.53,94.0,263.42,Coconut
alluvial,24.05,85.97,191.0,Coconut
alluvial,28.45,87.76,263.29,Coconut
alluvial,25.59,90.81,193.42,Coconut
clay,24.34,90.66,275.19,Coconut
clay,27.95,88.5,183.68,Coconut
alluvial,25.23,77.5,246.08,Coconut
clay,24.99,86.65,193.15,Coconut
alluvial,27.94,87.2,186.71,Coconut
alluvial,30.12,82.33,295.59,Coconut
clay,28.65,84.14,280.25,Coconut
clay,31.79,90.46,205.98,Coconut
alluvial,30.76,74.07,158.78,Coconut
clay,27.69,87.33,203.61,Coconut
alluvial,26.18,80.49,286.82,Coconut
clay,24.39,77.29,245.84,Coconut
