soil_type,season,temperature,humidity,rainfall,crop
alluvial,Rabi,20.48,40.53,55.88,Wheat
loamy,Rabi,16.04,52.36,43.37,Wheat
alluvial,Rabi,18.09,44.95,51.37,Wheat
loamy,Rabi,16.31,56.77,41.14,Wheat
alluvial,Rabi,23.6,46.5,59.05,Wheat
loamy,Rabi,17.49,32.7,58.45,Barley
loamy,Rabi,17.91,39.13,52.47,Barley
loamy,Rabi,17.23,42.79,39.29,Barley
loamy,Rabi,16.82,34.54,32.69,Barley
loamy,Rabi,15.66,35.2,39.11,Barley
loamy,Rabi,17.23,45.17,34.09,Barley
loamy,Rabi,16.69,30.17,57.66,Barley
loamy,Rabi,15.0,45.32,53.94,Barley
loamy,Rabi,19.97,40.96,35.66,Barley
loamy,Rabi,15.95,33.27,52.11,Barley
loamy,Rabi,20.28,34.41,32.38,Barley
loamy,Rabi,17.17,46.0,48.4,Barley
loamy,Rabi,14.85,44.86,54.26,Barley
loamy,Rabi,13.88,31.37,34.1,Barley
loamy,Rabi,18.37,42.35,38.16,Barley
loamy,Rabi,13.88,30.39,31.49,Barley
loamy,Rabi,13.86,32.05,38.08,Barley
loamy,Rabi,19.27,34.66,34.52,Barley
loamy,Rabi,14.17,38.4,53.57,Barley
loamy,Rabi,21.98,39.27,53.74,Barley
loamy,Rabi,12.8,45.01,34.38,Barley
loamy,Rabi,19.76,31.43,44.1,Barley
loamy,Rabi,20.96,35.0,41.45,Barley
loamy,Rabi,13.22,45.36,37.47,Barley
loamy,Rabi,14.47,49.89,35.98,Barley
loamy,Rabi,17.21,49.64,44.18,Barley
loamy,Rabi,21.36,33.17,51.85,Barley
loamy,Rabi,14.53,42.77,35.96,Barley
loamy,Rabi,20.64,34.36,33.39,Barley
loamy,Rabi,15.25,33.35,38.28,Barley
loamy,Rabi,15.96,34.86,59.07,Barley
loamy,Rabi,18.88,33.1,53.12,Barley
loamy,Rabi,13.58,31.83,48.56,Barley
loamy,Rabi,12.6,42.89,51.04,Barley
loamy,Rabi,13.26,34.65,59.45,Barley
loamy,Rabi,20.06,38.77,35.79,Barley
loamy,Rabi,15.58,32.69,56.96,Barley
loamy,Rabi,19.07,41.18,46.28,Barley
loamy,Rabi,13.9,33.73,40.43,Barley
loamy,Rabi,14.75,46.63,57.43,Barley
loamy,Rabi,12.69,33.1,38.87,Barley
loamy,Rabi,17.42,39.08,53.28,Barley
loamy,Rabi,19.34,47.66,48.59,Barley
loamy,Rabi,19.76,34.78,51.63,Barley
loamy,Rabi,13.9,43.66,52.97,Barley
loamy,Rabi,18.13,36.45,49.23,Barley
loamy,Rabi,12.96,43.18,31.31,Barley
loamy,Rabi,13.79,30.63,33.21,Barley
loamy,Rabi,12.99,41.42,55.09,Barley
loamy,Rabi,17.26,44.03,37.68,Barley
loamy,Rabi,14.21,44.36,30.39,Barley
loamy,Rabi,18.56,48.57,54.96,Barley
loamy,Rabi,20.01,31.21,46.74,Barley
loamy,Rabi,20.22,45.88,31.75,Barley
loamy,Rabi,17.29,44.69,55.03,Barley
loamy,Rabi,21.45,49.21,32.91,Barley
loamy,Rabi,17.32,33.79,45.79,Barley
loamy,Rabi,17.7,48.95,46.75,Barley
loamy,Rabi,19.46,45.33,47.3,Barley
loamy,Rabi,19.03,38.54,33.12,Barley
loamy,Rabi,17.5,40.09,49.73,Barley
loamy,Rabi,21.34,48.05,46.5,Barley
loamy,Rabi,20.45,38.25,49.0,Barley
loamy,Rabi,18.08,41.26,36.42,Barley
loamy,Rabi,15.6,39.05,58.79,Barley
loamy,Rabi,19.26,49.66,47.87,Barley
loamy,Rabi,21.93,36.04,39.01,Barley
loamy,Rabi,14.15,36.3,53.15,Barley
loamy,Rabi,21.19,40.23,47.12,Barley
loamy,Rabi,12.94,39.21,34.68,Barley
loamy,Rabi,15.67,41.64,36.99,Barley
loamy,Rabi,12.92,38.0,57.54,Barley
loamy,Rabi,19.24,45.86,35.19,Barley
loamy,Rabi,17.95,36.01,51.92,Barley
loamy,Rabi,12.78,31.12,53.13,Barley
loamy,Rabi,20.8,38.69,57.91,Barley
loamy,Rabi,20.7,34.53,49.58,Barley
loamy,Rabi,18.34,42.64,31.62,Barley
loamy,Rabi,15.19,41.3,39.8,Barley
loamy,Rabi,13.53,43.47,59.92,Barley
loamy,Rabi,19.53,41.51,32.7,Barley
loamy,Rabi,14.9,37.89,33.97,Barley
loamy,Rabi,16.76,44.91,46.44,Barley
loamy,Rabi,12.85,40.04,53.21,Barley
loamy,Rabi,19.62,39.62,35.94,Barley
loamy,Rabi,18.52,33.92,48.48,Barley
loamy,Rabi,14.42,35.33,42.9,Barley
loamy,Rabi,13.13,38.27,40.96,Barley
loamy,Rabi,15.21,41.88,30.73,Barley
loamy,Rabi,13.69,36.99,54.65,Barley
loamy,Rabi,18.23,38.81,57.73,Barley
loamy,Rabi,14.0,37.48,52.73,Barley
loamy,Rabi,13.12,31.09,58.47,Barley
loamy,Rabi,20.69,46.4,30.41,Barley
loamy,Rabi,15.05,39.42,39.96,Barley
loamy,Rabi,14.04,40.47,37.76,Barley
loamy,Rabi,18.23,49.85,50.85,Barley
loamy,Rabi,15.77,48.12,45.8,Barley
loamy,Rabi,13.7,35.68,53.68,Barley
loamy,Rabi,12.53,43.1,30.25,Barley
loamy,Rabi,18.6,43.26,57.39,Barley
loamy,Rabi,20.64,30.38,56.02,Barley
loamy,Rabi,14.31,37.61,59.3,Barley
loamy,Rabi,21.04,39.69,47.91,Barley
loamy,Rabi,13.86,40.01,43.74,Barley
loamy,Rabi,12.4,48.45,39.15,Barley
loamy,Rabi,15.93,33.14,40.4,Barley
loamy,Rabi,15.55,36.05,59.88,Barley
loamy,Rabi,20.12,42.52,56.36,Barley
loamy,Rabi,21.44,48.98,36.77,Barley
loamy,Rabi,20.97,43.14,32.63,Barley
loamy,Rabi,17.21,43.56,56.18,Barley
loamy,Rabi,16.17,41.46,42.79,Barley
loamy,Rabi,21.1,36.59,46.27,Barley
loamy,Rabi,18.52,41.62,50.52,Barley
loamy,Rabi,20.63,36.18,51.15,Barley
loamy,Rabi,16.3,48.18,53.1,Barley
loamy,Rabi,15.17,41.15,58.46,Barley
loamy,Rabi,13.84,46.79,34.37,Barley
loamy,Rabi,19.65,47.6,42.42,Barley
loamy,Rabi,14.55,49.91,62.87,Mustard
loamy,Rabi,12.28,38.76,35.26,Mustard
alluvial,Rabi,21.44,47.24,40.67,Mustard
alluvial,Rabi,18.95,39.62,31.04,Mustard
alluvial,Rabi,20.32,44.53,50.09,Mustard
loamy,Rabi,20.68,42.48,64.09,Mustard
loamy,Rabi,17.11,38.28,39.05,Mustard
loamy,Rabi,21.47,35.3,40.79,Mustard
loamy,Rabi,13.34,48.43,38.11,Mustard
alluvial,Rabi,10.99,53.54,69.43,Mustard
loamy,Rabi,20.32,52.34,65.5,Mustard
loamy,Rabi,16.07,35.84,59.41,Mustard
loamy,Rabi,20.8,42.88,67.57,Mustard
alluvial,Rabi,17.81,44.03,63.08,Mustard
alluvial,Rabi,23.17,39.91,51.51,Mustard
alluvial,Rabi,18.37,45.32,55.23,Mustard
alluvial,Rabi,12.85,43.79,65.38,Mustard
loamy,Rabi,16.92,43.45,54.53,Mustard
alluvial,Rabi,20.35,53.07,48.54,Mustard
loamy,Rabi,11.36,45.01,37.19,Mustard
alluvial,Rabi,15.9,41.47,31.0,Mustard
loamy,Rabi,18.85,49.25,38.08,Mustard
loamy,Rabi,11.35,41.48,55.94,Mustard
alluvial,Rabi,20.78,37.47,34.57,Mustard
loamy,Rabi,19.51,36.71,58.29,Mustard
alluvial,Rabi,15.68,42.61,60.73,Mustard
loamy,Rabi,18.48,48.19,36.0,Mustard
alluvial,Rabi,12.68,49.24,46.78,Mustard
loamy,Rabi,20.95,54.22,41.55,Mustard
alluvial,Rabi,11.76,37.63,38.11,Mustard
loamy,Rabi,10.18,44.95,49.95,Mustard
alluvial,Rabi,19.12,44.87,38.67,Mustard
loamy,Rabi,16.81,43.84,54.05,Mustard
alluvial,Rabi,13.67,45.95,54.79,Mustard
alluvial,Rabi,10.73,37.97,56.13,Mustard
alluvial,Rabi,12.18,35.65,53.12,Mustard
loamy,Rabi,14.97,36.75,34.36,Mustard
alluvial,Rabi,12.42,40.69,56.44,Mustard
alluvial,Rabi,24.49,49.99,44.41,Mustard
alluvial,Rabi,11.4,40.99,44.74,Mustard
loamy,Rabi,22.3,50.17,63.73,Mustard
alluvial,Rabi,14.39,37.69,57.78,Mustard
loamy,Rabi,14.94,43.28,38.39,Mustard
alluvial,Rabi,19.18,37.19,59.19,Mustard
alluvial,Rabi,17.25,48.77,67.36,Mustard
loamy,Rabi,16.41,51.96,40.39,Mustard
loamy,Rabi,23.91,47.29,49.86,Mustard
loamy,Rabi,17.39,38.6,54.38,Mustard
loamy,Rabi,24.69,35.03,30.96,Mustard
alluvial,Rabi,21.06,39.15,54.61,Mustard
loamy,Rabi,16.21,41.68,52.42,Mustard
alluvial,Rabi,10.17,39.02,41.27,Mustard
alluvial,Rabi,14.62,45.13,42.96,Mustard
alluvial,Rabi,11.71,41.67,45.84,Mustard
alluvial,Rabi,22.48,38.88,63.35,Mustard
loamy,Rabi,23.74,50.95,55.83,Mustard
loamy,Rabi,12.33,44.21,64.61,Mustard
loamy,Rabi,16.94,51.28,67.11,Mustard
alluvial,Rabi,22.53,40.99,59.0,Mustard
loamy,Rabi,18.33,35.37,53.1,Mustard
loamy,Rabi,21.99,52.76,44.14,Mustard
alluvial,Rabi,14.21,35.62,69.34,Mustard
alluvial,Rabi,18.56,42.79,53.81,Mustard
loamy,Rabi,20.58,41.29,31.27,Mustard
loamy,Rabi,11.3,52.54,44.86,Mustard
loamy,Rabi,13.24,41.05,34.49,Mustard
alluvial,Rabi,21.67,53.27,47.75,Mustard
alluvial,Rabi,21.99,53.1,36.16,Mustard
loamy,Rabi,23.85,49.65,50.95,Mustard
loamy,Rabi,12.15,52.44,62.89,Mustard
alluvial,Rabi,13.08,35.73,45.5,Mustard
alluvial,Rabi,10.06,53.65,57.48,Mustard
alluvial,Rabi,15.0,52.78,34.12,Mustard
loamy,Rabi,10.34,50.17,55.55,Mustard
alluvial,Rabi,14.81,38.85,41.07,Mustard
loamy,Rabi,21.59,48.42,40.91,Mustard
alluvial,Rabi,14.1,35.31,54.92,Mustard
alluvial,Rabi,13.1,42.01,42.74,Mustard
alluvial,Rabi,24.15,51.08,52.96,Mustard
alluvial,Rabi,11.07,47.27,43.55,Mustard
loamy,Rabi,10.76,35.58,66.13,Mustard
alluvial,Rabi,11.59,36.08,47.06,Mustard
alluvial,Rabi,20.57,52.83,55.18,Mustard
loamy,Rabi,19.24,41.25,62.7,Mustard
alluvial,Rabi,24.61,50.11,48.63,Mustard
alluvial,Rabi,11.39,51.05,57.94,Mustard
alluvial,Rabi,16.83,48.69,58.41,Mustard
loamy,Rabi,17.06,53.95,35.75,Mustard
loamy,Rabi,23.69,42.84,57.98,Mustard
loamy,Rabi,21.83,52.65,48.13,Mustard
alluvial,Rabi,10.98,37.26,49.15,Mustard
alluvial,Rabi,14.23,41.97,52.99,Mustard
alluvial,Rabi,16.09,49.29,34.28,Mustard
alluvial,Rabi,21.89,45.65,46.03,Mustard
loamy,Rabi,13.58,39.87,36.36,Mustard
loamy,Rabi,15.76,41.81,62.56,Mustard
loamy,Rabi,21.76,43.71,61.49,Mustard
alluvial,Rabi,12.6,48.39,59.57,Mustard
loamy,Rabi,11.71,46.92,43.02,Mustard
alluvial,Rabi,22.33,38.52,68.24,Mustard
alluvial,Rabi,18.97,48.71,53.86,Mustard
loamy,Rabi,14.91,47.9,32.46,Mustard
alluvial,Rabi,22.26,52.75,66.13,Mustard
alluvial,Rabi,21.36,48.22,48.12,Mustard
loamy,Rabi,15.85,46.56,37.83,Mustard
loamy,Rabi,14.5,50.89,57.18,Mustard
loamy,Rabi,20.77,53.3,69.61,Mustard
alluvial,Rabi,19.17,45.21,63.91,Mustard
loamy,Rabi,10.94,53.02,68.72,Mustard
alluvial,Rabi,20.55,51.42,44.37,Mustard
loamy,Rabi,22.99,39.7,58.09,Mustard
loamy,Rabi,19.38,49.24,46.24,Mustard
loamy,Rabi,18.18,48.25,48.99,Mustard
alluvial,Rabi,18.33,51.87,44.41,Mustard
loamy,Rabi,12.31,54.95,56.8,Mustard
alluvial,Rabi,10.17,47.97,35.76,Mustard
loamy,Rabi,19.87,54.5,35.43,Mustard
alluvial,Rabi,19.63,43.32,48.24,Mustard
loamy,Rabi,19.35,44.09,46.96,Mustard
loamy,Rabi,15.77,39.51,46.99,Mustard
loamy,Rabi,23.78,51.94,48.29,Gram
black,Rabi,22.11,45.92,52.84,Gram
loamy,Rabi,23.68,49.1,43.96,Gram
black,Rabi,27.62,36.6,65.56,Gram
black,Rabi,22.65,36.56,71.15,Gram
loamy,Rabi,20.45,47.61,63.23,Gram
loamy,Rabi,24.84,45.78,60.29,Gram
loamy,Rabi,27.04,45.7,40.38,Gram
black,Rabi,23.13,44.38,65.68,Gram
black,Rabi,21.53,54.56,50.31,Gram
loamy,Rabi,18.35,53.46,66.23,Gram
black,Rabi,18.61,44.46,45.92,Gram
loamy,Rabi,24.56,40.84,65.81,Gram
loamy,Rabi,20.87,36.65,57.7,Gram
black,Rabi,20.52,47.32,49.63,Gram
black,Rabi,18.14,37.23,46.11,Gram
loamy,Rabi,24.59,42.4,46.14,Gram
loamy,Rabi,22.85,50.99,70.17,Gram
black,Rabi,27.84,54.35,60.84,Gram
loamy,Rabi,26.38,50.06,54.45,Gram
black,Rabi,20.38,43.8,62.32,Gram
loamy,Rabi,23.78,51.84,41.9,Gram
black,Rabi,25.55,37.32,45.87,Gram
black,Rabi,22.76,44.53,73.19,Gram
loamy,Rabi,21.8,49.11,56.61,Gram
loamy,Rabi,23.3,43.69,50.11,Gram
black,Rabi,21.82,41.31,58.56,Gram
loamy,Rabi,18.97,45.63,52.38,Gram
black,Rabi,24.1,48.04,49.54,Gram
black,Rabi,20.67,36.97,62.9,Gram
black,Rabi,22.61,48.51,48.46,Gram
loamy,Rabi,23.2,48.55,74.76,Gram
black,Rabi,23.48,48.46,69.11,Gram
loamy,Rabi,22.11,45.51,63.99,Gram
black,Rabi,20.19,40.67,46.76,Gram
loamy,Rabi,24.19,36.14,60.79,Gram
loamy,Rabi,27.5,47.76,64.78,Gram
loamy,Rabi,18.86,47.09,53.16,Gram
loamy,Rabi,26.96,48.91,48.87,Gram
black,Rabi,24.6,36.51,55.87,Gram
black,Rabi,25.69,48.84,63.37,Gram
black,Rabi,20.57,50.61,49.71,Gram
loamy,Rabi,21.83,41.65,42.1,Gram
black,Rabi,19.78,36.39,74.28,Gram
loamy,Rabi,24.1,38.57,57.22,Gram
loamy,Rabi,23.41,43.63,61.49,Gram
loamy,Rabi,27.13,49.31,43.62,Gram
loamy,Rabi,18.7,49.55,67.2,Gram
loamy,Rabi,26.97,37.98,62.41,Gram
loamy,Rabi,24.65,40.33,64.5,Gram
black,Rabi,23.75,45.31,72.9,Gram
black,Rabi,22.78,43.08,65.47,Gram
loamy,Rabi,23.4,35.07,73.4,Gram
black,Rabi,19.21,45.71,74.71,Gram
black,Rabi,24.82,43.01,62.13,Gram
loamy,Rabi,21.65,52.07,51.9,Gram
black,Rabi,25.6,40.8,47.11,Gram
loamy,Rabi,27.68,48.21,50.46,Gram
black,Rabi,26.96,47.61,52.57,Gram
loamy,Rabi,26.85,43.76,46.63,Gram
loamy,Rabi,19.93,49.39,60.75,Gram
black,Rabi,21.89,50.85,62.52,Gram
black,Rabi,23.34,51.69,55.73,Gram
loamy,Rabi,18.37,36.12,67.57,Gram
loamy,Rabi,22.06,39.23,62.88,Gram
black,Rabi,27.4,52.4,58.78,Gram
loamy,Rabi,27.25,35.74,44.96,Gram
loamy,Rabi,22.71,53.36,41.6,Gram
loamy,Rabi,18.14,47.65,71.66,Gram
loamy,Rabi,22.56,38.41,60.69,Gram
loamy,Rabi,19.14,46.9,61.55,Gram
loamy,Rabi,26.04,43.52,68.4,Gram
black,Rabi,21.24,54.52,60.16,Gram
loamy,Rabi,21.22,54.29,47.46,Gram
loamy,Rabi,23.93,41.71,44.23,Gram
loamy,Rabi,25.58,38.36,52.95,Gram
loamy,Rabi,22.39,53.51,41.42,Gram
loamy,Rabi,25.91,47.64,53.16,Gram
loamy,Rabi,18.16,44.74,40.22,Gram
loamy,Rabi,27.26,49.13,60.78,Gram
black,Rabi,22.16,51.15,67.04,Gram
loamy,Rabi,20.06,47.8,58.31,Gram
black,Rabi,20.39,38.49,64.21,Gram
loamy,Rabi,25.17,47.24,43.08,Gram
black,Rabi,21.48,35.09,48.25,Gram
loamy,Rabi,27.87,54.54,61.66,Gram
loamy,Rabi,22.64,47.53,47.28,Gram
loamy,Rabi,19.94,50.93,63.98,Gram
black,Rabi,22.98,38.2,72.29,Gram
loamy,Rabi,24.45,40.7,55.21,Gram
black,Rabi,24.17,52.8,55.86,Gram
loamy,Rabi,25.4,53.5,46.16,Gram
loamy,Rabi,22.85,37.32,71.33,Gram
black,Rabi,23.93,41.52,46.96,Gram
black,Rabi,20.3,37.2,47.97,Gram
loamy,Rabi,25.38,52.4,53.14,Gram
loamy,Rabi,18.74,46.7,41.9,Gram
black,Rabi,19.45,53.56,55.92,Gram
black,Rabi,21.73,44.15,46.8,Gram
black,Rabi,27.76,39.04,44.45,Gram
loamy,Rabi,20.81,37.22,56.29,Gram
black,Rabi,19.71,41.87,71.02,Gram
loamy,Rabi,25.9,47.76,61.4,Gram
loamy,Rabi,23.78,46.06,48.04,Gram
black,Rabi,26.57,44.78,74.85,Gram
black,Rabi,26.37,40.58,65.55,Gram
loamy,Rabi,20.48,43.68,47.78,Gram
loamy,Rabi,27.14,52.97,54.62,Gram
loamy,Rabi,18.4,44.41,66.9,Gram
loamy,Rabi,22.26,42.89,68.34,Gram
loamy,Rabi,22.52,39.81,59.55,Gram
loamy,Rabi,24.93,43.13,47.63,Gram
black,Rabi,20.96,47.95,43.18,Gram
black,Rabi,24.69,38.24,56.07,Gram
loamy,Rabi,27.76,44.28,44.85,Gram
black,Rabi,19.85,52.43,61.94,Gram
loamy,Rabi,26.6,36.41,71.27,Gram
black,Rabi,23.31,40.93,66.35,Gram
loamy,Rabi,25.88,36.62,70.83,Gram
loamy,Rabi,23.15,53.2,52.74,Gram
loamy,Rabi,14.0,47.31,53.57,Peas
loamy,Rabi,16.3,52.96,56.15,Peas
loamy,Rabi,14.25,46.7,51.19,Peas
loamy,Rabi,19.64,55.05,61.13,Peas
loamy,Rabi,19.78,55.22,44.61,Peas
loamy,Rabi,17.53,48.46,36.63,Peas
loamy,Rabi,16.11,49.72,50.8,Peas
loamy,Rabi,17.23,50.64,59.76,Peas
loamy,Rabi,17.07,47.36,55.2,Peas
loamy,Rabi,14.7,57.68,37.62,Peas
loamy,Rabi,21.08,45.77,63.7,Peas
loamy,Rabi,14.48,42.24,39.44,Peas
loamy,Rabi,20.87,50.41,53.82,Peas
loamy,Rabi,16.75,53.65,62.95,Peas
loamy,Rabi,16.12,48.88,54.34,Peas
loamy,Rabi,14.7,40.44,59.06,Peas
loamy,Rabi,16.71,46.86,54.38,Peas
loamy,Rabi,17.38,53.32,50.9,Peas
loamy,Rabi,17.12,51.35,61.95,Peas
loamy,Rabi,14.55,45.2,49.53,Peas
loamy,Rabi,19.93,40.95,45.59,Peas
loamy,Rabi,21.61,52.37,39.82,Peas
loamy,Rabi,14.64,43.51,56.24,Peas
loamy,Rabi,14.45,42.34,64.81,Peas
loamy,Rabi,16.97,47.39,41.15,Peas
loamy,Rabi,18.99,59.56,39.44,Peas
loamy,Rabi,17.86,43.25,44.05,Peas
loamy,Rabi,16.64,49.99,39.36,Peas
loamy,Rabi,21.35,43.12,64.1,Peas
loamy,Rabi,18.83,45.91,61.88,Peas
loamy,Rabi,20.2,54.57,62.67,Peas
loamy,Rabi,19.2,54.63,62.01,Peas
loamy,Rabi,19.1,42.34,35.74,Peas
loamy,Rabi,17.01,41.85,36.65,Peas
loamy,Rabi,18.25,44.44,63.07,Peas
loamy,Rabi,14.76,41.67,60.48,Peas
loamy,Rabi,21.78,47.89,49.71,Peas
loamy,Rabi,21.18,47.22,39.44,Peas
loamy,Rabi,16.33,47.46,43.54,Peas
loamy,Rabi,15.77,48.91,51.83,Peas
loamy,Rabi,19.55,48.88,64.78,Peas
loamy,Rabi,15.6,56.11,64.11,Peas
loamy,Rabi,19.56,48.28,60.07,Peas
loamy,Rabi,14.29,46.06,64.65,Peas
loamy,Rabi,13.6,59.2,57.68,Peas
loamy,Rabi,13.06,52.78,43.2,Peas
loamy,Rabi,18.0,54.2,57.66,Peas
loamy,Rabi,14.79,56.65,43.68,Peas
loamy,Rabi,13.38,56.52,60.04,Peas
loamy,Rabi,17.45,54.8,41.74,Peas
loamy,Rabi,14.39,46.0,54.22,Peas
loamy,Rabi,14.12,53.32,43.63,Peas
loamy,Rabi,17.43,53.76,42.34,Peas
loamy,Rabi,19.88,49.86,64.12,Peas
loamy,Rabi,18.23,51.31,61.05,Peas
loamy,Rabi,21.77,56.37,46.2,Peas
loamy,Rabi,20.61,43.26,36.76,Peas
loamy,Rabi,17.15,53.87,45.72,Peas
loamy,Rabi,15.45,48.39,62.36,Peas
loamy,Rabi,13.44,45.83,54.17,Peas
loamy,Rabi,17.62,55.33,40.5,Peas
loamy,Rabi,18.39,43.34,44.68,Peas
loamy,Rabi,20.44,53.7,44.03,Peas
loamy,Rabi,13.86,51.6,59.7,Peas
loamy,Rabi,14.23,45.63,58.36,Peas
loamy,Rabi,16.06,58.22,38.07,Peas
loamy,Rabi,17.53,56.63,58.85,Peas
loamy,Rabi,16.76,58.32,38.5,Peas
loamy,Rabi,21.31,49.59,44.35,Peas
loamy,Rabi,14.25,48.84,64.63,Peas
loamy,Rabi,14.55,46.09,57.33,Peas
loamy,Rabi,15.0,57.14,39.27,Peas
loamy,Rabi,15.77,44.2,64.43,Peas
loamy,Rabi,19.22,55.68,37.33,Peas
loamy,Rabi,19.82,40.85,38.23,Peas
loamy,Rabi,17.22,58.17,36.3,Peas
loamy,Rabi,19.01,55.09,58.47,Peas
loamy,Rabi,18.29,44.0,55.12,Peas
loamy,Rabi,13.82,56.92,63.26,Peas
loamy,Rabi,16.17,57.1,58.42,Peas
loamy,Rabi,17.54,41.37,59.59,Peas
loamy,Rabi,17.76,54.32,63.93,Peas
loamy,Rabi,21.11,50.74,64.21,Peas
loamy,Rabi,21.32,58.41,60.54,Peas
loamy,Rabi,16.3,51.79,48.19,Peas
loamy,Rabi,14.63,47.1,46.39,Peas
loamy,Rabi,17.63,48.15,57.84,Peas
loamy,Rabi,14.11,42.21,39.08,Peas
loamy,Rabi,19.34,51.14,36.22,Peas
loamy,Rabi,17.44,47.7,48.71,Peas
loamy,Rabi,19.18,56.82,41.78,Peas
loamy,Rabi,15.62,57.11,40.66,Peas
loamy,Rabi,21.05,56.05,63.17,Peas
loamy,Rabi,14.61,59.97,49.75,Peas
loamy,Rabi,16.57,50.45,55.3,Peas
loamy,Rabi,14.29,48.01,52.72,Peas
loamy,Rabi,19.67,57.85,40.06,Peas
loamy,Rabi,21.78,46.77,52.85,Peas
loamy,Rabi,14.1,56.76,56.76,Peas
loamy,Rabi,19.88,55.32,52.81,Peas
loamy,Rabi,16.2,53.33,63.5,Peas
loamy,Rabi,17.6,42.95,48.64,Peas
loamy,Rabi,15.26,49.95,53.85,Peas
loamy,Rabi,13.27,54.76,59.91,Peas
loamy,Rabi,19.1,59.44,46.48,Peas
loamy,Rabi,14.37,52.44,37.89,Peas
loamy,Rabi,18.95,50.4,49.77,Peas
loamy,Rabi,14.82,53.24,49.71,Peas
loamy,Rabi,17.88,56.19,51.22,Peas
loamy,Rabi,21.57,40.63,47.91,Peas
loamy,Rabi,16.45,46.29,46.29,Peas
loamy,Rabi,13.32,43.54,54.78,Peas
loamy,Rabi,20.96,43.28,47.92,Peas
loamy,Rabi,19.44,49.75,38.28,Peas
loamy,Rabi,18.94,53.71,52.17,Peas
loamy,Rabi,18.06,43.13,36.67,Peas
loamy,Rabi,17.45,59.42,53.51,Peas
loamy,Rabi,19.9,45.69,36.84,Peas
loamy,Rabi,14.15,47.33,59.29,Peas
loamy,Rabi,19.89,52.5,46.42,Peas
alluvial,Rabi,18.45,47.15,47.29,Lentil
alluvial,Rabi,17.48,52.96,55.74,Lentil
alluvial,Rabi,23.69,42.29,40.94,Lentil
alluvial,Rabi,15.37,53.16,49.79,Lentil
alluvial,Rabi,17.67,53.92,55.58,Lentil
alluvial,Rabi,18.78,47.81,55.04,Lentil
alluvial,Rabi,16.0,53.5,46.76,Lentil
alluvial,Rabi,16.67,45.99,68.93,Lentil
alluvial,Rabi,19.97,56.95,62.55,Lentil
alluvial,Rabi,17.87,40.95,69.87,Lentil
alluvial,Rabi,23.05,52.49,68.53,Lentil
alluvial,Rabi,20.92,45.47,54.82,Lentil
alluvial,Rabi,19.27,46.95,37.68,Lentil
alluvial,Rabi,20.05,46.0,58.22,Lentil
alluvial,Rabi,17.0,48.05,56.87,Lentil
alluvial,Rabi,21.72,50.95,65.83,Lentil
alluvial,Rabi,20.77,44.26,68.67,Lentil
alluvial,Rabi,17.68,52.76,63.31,Lentil
alluvial,Rabi,24.35,54.53,37.1,Lentil
alluvial,Rabi,18.64,42.95,40.27,Lentil
alluvial,Rabi,23.44,48.21,65.11,Lentil
alluvial,Rabi,21.34,56.92,44.34,Lentil
alluvial,Rabi,21.46,45.13,56.04,Lentil
alluvial,Rabi,17.38,43.0,35.97,Lentil
alluvial,Rabi,19.64,51.2,50.26,Lentil
alluvial,Rabi,17.02,45.45,36.02,Lentil
alluvial,Rabi,21.59,43.52,64.84,Lentil
alluvial,Rabi,22.82,41.11,66.38,Lentil
alluvial,Rabi,21.02,57.34,66.52,Lentil
alluvial,Rabi,23.97,53.43,66.0,Lentil
alluvial,Rabi,24.43,54.48,39.92,Lentil
alluvial,Rabi,20.71,50.0,39.22,Lentil
alluvial,Rabi,19.96,41.8,55.99,Lentil
alluvial,Rabi,18.29,51.69,48.65,Lentil
alluvial,Rabi,24.36,44.36,38.74,Lentil
alluvial,Rabi,24.7,48.79,43.9,Lentil
alluvial,Rabi,19.9,47.49,68.2,Lentil
alluvial,Rabi,20.46,49.5,43.62,Lentil
alluvial,Rabi,23.79,58.74,47.7,Lentil
alluvial,Rabi,23.21,40.42,68.84,Lentil
alluvial,Rabi,23.41,53.24,67.93,Lentil
alluvial,Rabi,17.53,47.69,57.36,Lentil
alluvial,Rabi,24.03,53.7,53.72,Lentil
alluvial,Rabi,23.58,47.77,66.84,Lentil
alluvial,Rabi,24.28,58.36,45.53,Lentil
alluvial,Rabi,17.97,57.19,40.61,Lentil
alluvial,Rabi,21.31,57.59,61.84,Lentil
alluvial,Rabi,22.89,45.48,37.8,Lentil
alluvial,Rabi,19.71,48.26,64.44,Lentil
alluvial,Rabi,23.77,56.4,63.85,Lentil
alluvial,Rabi,20.06,47.04,56.07,Lentil
alluvial,Rabi,19.53,40.55,36.82,Lentil
alluvial,Rabi,21.3,55.82,39.76,Lentil
alluvial,Rabi,17.0,46.11,55.15,Lentil
alluvial,Rabi,16.58,50.33,68.94,Lentil
alluvial,Rabi,23.47,53.72,62.74,Lentil
alluvial,Rabi,19.51,57.47,39.67,Lentil
alluvial,Rabi,21.87,56.54,62.98,Lentil
alluvial,Rabi,15.84,47.35,48.77,Lentil
alluvial,Rabi,24.45,57.69,42.86,Lentil
alluvial,Rabi,24.23,52.94,56.93,Lentil
alluvial,Rabi,24.74,43.97,59.54,Lentil
alluvial,Rabi,15.5,52.36,56.01,Lentil
alluvial,Rabi,15.89,47.36,68.15,Lentil
alluvial,Rabi,15.14,50.52,62.07,Lentil
